name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region,recipe
Konir Dom,"Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick",non vegetarian,-1,-1,spicy,main course,Assam,North East,"Step 1: Chop all vegetables and prepare Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick. Step 2: Cook the main ingredient (Konir Dom) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Koldil Duck,"Rice flour, mutton, banana, gram flour, olive oil, baking powder",non vegetarian,-1,-1,spicy,main course,Assam,North East,"Step 1: Gather all ingredients - Rice flour, mutton, banana, gram flour, olive oil, baking powder. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Koldil Duck) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Masor Koni,"Fish roe, pumpkin flowers, mustard oil, turmeric, tomato",non vegetarian,-1,-1,spicy,main course,Assam,North East,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Fish roe, pumpkin flowers, mustard oil, turmeric, tomato). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Masor Koni!"
Mishti Chholar Dal,"Chana dal, fresh coconut, ginger, cinnamon, raisins",vegetarian,10,30,sweet,main course,West Bengal,East,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Chana dal, fresh coconut, ginger, cinnamon, raisins). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Mishti Chholar Dal!"
Pakhala,"Curd, cooked rice, curry leaves, dry chilli",vegetarian,-1,-1,-1,main course,Odisha,East,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Curd, cooked rice, curry leaves, dry chilli). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Pakhala!"
Pani Pitha,"Tea leaves, white sesame seeds, dry coconut, soaked rice",vegetarian,10,20,-1,main course,Assam,North East,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Tea leaves, white sesame seeds, dry coconut, soaked rice). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Pani Pitha!"
Payokh,"Basmati rice, rose water, sugar, clarified butter, cardamom pods",vegetarian,-1,-1,sweet,dessert,Assam,North East,"Step 1: Chop all vegetables and prepare Basmati rice, rose water, sugar, clarified butter, cardamom pods. Step 2: Cook the main ingredient (Payokh) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Prawn malai curry,"Coconut milk, prawns, garlic, turmeric, sugar",non vegetarian,15,50,spicy,main course,West Bengal,East,"Step 1: Chop all vegetables and prepare Coconut milk, prawns, garlic, turmeric, sugar. Step 2: Cook the main ingredient (Prawn malai curry) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Red Rice,"Red pepper, red onion, butter, watercress, olive oil",vegetarian,-1,-1,-1,main course,-1,-1,"Step 1: Chop all vegetables and prepare Red pepper, red onion, butter, watercress, olive oil. Step 2: Cook the main ingredient (Red Rice) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Shukto,"Green beans, bitter gourd, ridge gourd, banana, brinjal",vegetarian,10,20,spicy,main course,West Bengal,East,"Step 1: Gather all ingredients - Green beans, bitter gourd, ridge gourd, banana, brinjal. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Shukto) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Til Pitha,"Glutinous rice, black sesame seeds, gur",vegetarian,5,30,sweet,dessert,Assam,North East,"Step 1: Chop all vegetables and prepare Glutinous rice, black sesame seeds, gur. Step 2: Cook the main ingredient (Til Pitha) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Bebinca,"Coconut milk, egg yolks, clarified butter, all purpose flour",vegetarian,20,60,sweet,dessert,Goa,West,"Step 1: Chop all vegetables and prepare Coconut milk, egg yolks, clarified butter, all purpose flour. Step 2: Cook the main ingredient (Bebinca) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Shufta,"Cottage cheese, dry dates, dried rose petals, pistachio, badam",vegetarian,-1,-1,sweet,dessert,Jammu & Kashmir,North,"Step 1: Gather all ingredients - Cottage cheese, dry dates, dried rose petals, pistachio, badam. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Shufta) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Mawa Bati,"Milk powder, dry fruits, arrowroot powder, all purpose flour",vegetarian,20,45,sweet,dessert,Madhya Pradesh,Central,"Step 1: Gather all ingredients - Milk powder, dry fruits, arrowroot powder, all purpose flour. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Mawa Bati) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Pinaca,"Brown rice, fennel seeds, grated coconut, black pepper, ginger powder",vegetarian,-1,-1,sweet,dessert,Goa,West,"Step 1: Chop all vegetables and prepare Brown rice, fennel seeds, grated coconut, black pepper, ginger powder. Step 2: Cook the main ingredient (Pinaca) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
